Puan	Yorum
0.0	Ürün ücretini odedigim halde paketsiz geldi.
1.0	Dün sabah sipariş verdim ve hızlıca elime ulaştı, güvenilir hizmet için teşekkürler 
1.0	Çok hızlı elime ulaştı teşekkürler 
1.0	Ürünü beğendim gayet güzel
1.0	İlk defa Sabahattin Ali Okumaya Başladım.Harika bir kitap! Gerçekten de üstadın uslubu muazzam. Kitap Sürükleyici, elinizden bırakmak istemiyorsunuz. Hikayeyi yaşıyorsunuz. Tavsiye ederim. Avantajı ve de hızlı hizmetten ötürü Hepsi Buradaya teşekkürler.
1.0	Çocuklarda eşleştirme becerilerini geliştirmek, hafıza becerisine katkı sağlamak için müthiş bir oyun. 
1.0	Oglen verdigim siparis ertesi sabah elime ulasti, harika tesekkurler.
1.0	Kişisel gelişime yardımcı olur diye almıştım; ama umduğumdan çok farklı, roman da diyemeyeceğim bir kitap. Açıkçası çok güzel, tarif edemeyeceğim derecede sürükleyici. Hemen okuyup, bitirmek istiyor insan.Olay örgüsü de güzel, kendisi ile çelişmiyor. Tavsiye ederim.
1.0	Hızlı kargo ve özenli paketleme için teşekkür ederim. Bağlama benim gibi yeni başlayacaklar için gayet iyi. Paket içeriğinde yazan yedek tel ve mızrap çıkmadı. Kendilerini aradığımda kibarca aksilik için özür dileyip hemen telafi edeceklerini söylediler. Ben akşam aramıştım ertesi gün kargoya vermişlerdi. Pakette fazlaca mızrap vardı. Kaliteli ve anlayışlı bir alışveriş oldu. Bol kazançlar diliyorum.
1.0	Faydalı eğitici kitapçıklar... Tavsiye ederim.
1.0	Ürünü dün sipariş ettim ve bugün elime ulaştı. İtina ile yapılan paketleme,gönderilen hediye tezeneler ve hızlı teslimat için gerçekten çok teşekkür ederim.
1.0	FAYDALI BİLGİLERLE DOLU BİR ESER.
1.0	Özenle paketlenmiş. Zamanında teslimat. Teşekkür ediyorum.
1.0	3 yaşındaki kızım için aldık,çok beğendi. Kolaydan zora göre düzenlenmiş 3 kitap halinde güzel bir set. Çocuklarıyla etkili zaman geçirmek isteyen anne babalara kesinlikle tavsiye ederim. 
1.0	Her zamanki gibi zamanında ve sorunsuz bir teslimat. Teşekkürler. 
1.0	kitap okuma alışkanlığı olmayan birine belki biraz ağır ve sıkıcı gelebilir ama iyi bir okuyucuysanız bu kitabın hissettirdiklerini asla unutamazsınız. çok oldu okuyalı ama hala 1 numaram. kesinlikle okuyun ve okutun...
1.0	Çocukluğumuzun kitabı Cin Ali’yi hepsiburada indirimiyle edinmek harikaydı. Gayet özenli paketleme yapılmış. Kitaplar ambalaj içinde. Koşun koşun alın. 
1.0	kesinlikle çok etkileyici bir roman hemen okumak istiyorsunuz ve sizi hiç sıkmıyor. çekilebilecek meğer ne tür acılar varmış diyorsunuz çok acıklı
1.0	çok beğendik. 5 yaşındaki kızım için aldık. ideal.
1.0	Benim gibi 40 yaşlarındakiler için zamanının starı.20 sene önce kötü kayıtlarla kasetlerle dinleyenler için 3 albüm bir arada.Fiyatıda oldukça makul.
1.0	Çok mutlu oldum bu alışverişten..
1.0	çok güzel, gerçekten kendinizi kaptırıp gidebileceğiniz bir kitap
1.0	Ürün çok güzel ayrıca firma çok güzel size tavsiyem 1-2 lira ucuz diye aynı bağlamayı başka satıcılardan almanızı tercih etmem.Satıcı firmanın müşteriye ilgisi çok iyi ürünleri de çok güzel.Bağlama alacaksanız Müzik Aletleri marketinden yani bu firmadan almanızı önemle tavsiye ederim.AYRICA FİRMAYA İLGİ,ALAKA VE SAYGILARINDAN DOLAYI TEŞEKKÜR EDERİM
1.0	Yazarın ilk kitabı olması beni tereddüte düşürmüştü.Ancak boşa düşmüşüm muhteşem bir kitaptı soluksuz okudum.Her insan okumalı
1.0	Hızlı kargo için tşk ederim.Ürün gösterildiği gibi. Ped oldukça kullanışlı. Geri tepmesi iyi. Tavsiye ederim. Satıcı firma da çok ilgili kendilerine tşk ederim.
1.0	ürün çok iyi herhese tavsiye ederim
1.0	ibler ortaylı efsanesi devam ediyor...
1.0	bir solukta okunan, sonunda gerçek miydi dedirten türden. kesinlikle tavsiye ederim.
1.0	kısa sürede geldi, kırık dökük yok teşekkürler..
1.0	güzel sürükleyici...
1.0	Ürün çok güzel paketlenmişti hızlı bir şekilde elime ulaştı teşekkürler
1.0	Evet kitap çok güzel. Ancak yazar, okuyucuyu bilgi bombardımanına tutuyor. 410 sayfalık kitap bir bilgi yüklemesi gibi. Bitince de o kadar bilgiden akılda birşey kalmıyor.
1.0	10 numara
1.0	Daha önce yorum yapmadığım için üzüldüm açıkçası. Bu kitap kesinlikle ve kesinlikle bir başucu kitabı. Sadece çocuklukta değil ergenlikte de işe yarayacağını düşünüyorum. Yaşadığınız bazı problemlerin kitabı uygulayınca nasıl da çözümlendiğini görünce inanın şaşıracaksınız. Ben bu kitabı geç okudum kızım 4 yaşındaydı. Tüm ebeveynlere şiddetle öneririm. 
1.0	Gitari tutuyor :Başka ne beklenir bilmiyorum. 
1.0	TEŞEKKÜRLER.SORUNSUZ
1.0	Bence mutlaka okunması gereken bir eser. Kendinizi film izliyor gibi hissediyorsunuz. Sizi farklı yerlere götürebilir. üç günde bitirdiğim bir kitap heyecan, gizem her şey mevcut. Fiyatı da uygun bence alınmalı ve okunmalı...
0.0	aha okumadım ama klasikler olarak fazla ince, muhtemel özet çıkacak.
1.0	Ürün tam bir fiyat/performans canavarı. Hepsiburada'daki fiyatı da açıkçası piyasanın en uygunu. Satıcı Fotofix son derece ilgili ve hızlı, ürün ertesi gün elimde idi. Youtube'da yayınladığım bölümlerde kullanmak üzere hem iç hem dış çekimler için almıştım. İzlediğim test videolarında zaten oldukça beğenmiştim ama kullanımda tahminlerimin ötesinde iyi olduğunu fark ettim. Gönül rahatlığı ile tavsiye edebilirim.
0.0	Aldığıma pişman olup şehirler arası yolculukta otobüste terk ettiğim bir kitap.Muavin görüp arkamdan seslendiysede dönmedim.Okadar saçma ve basit.ALMAYIN...!
1.0	Hiç bir sıkıntı yaşamadan elimize ulaştı ürün gayet güzel görseldekinin aynısı teşekkürler,,,
1.0	kesinlikle okunmalı. Peygamber Efendimizle ilgili bölümlerinde ağlamamak mümkün değil.
1.0	Ürün ve teslimatı ile ilgili herhangi bir sorun yaşamadım. Teşekkürler.
1.0	İlk oturuşta 28 sayfayı bitirdi yapıştırma olmasıda cezbetti çok memnunuz
1.0	Resim,baskı ve kağıt kalitesi fiyatına göre çok iyi.Ayrıca dikkat çekici ve öğretici.
1.0	ürünü 3,5 yaşındaki kızım için aldım. kızım çok severek yapıyor. Harika bir kitap herkese öneririm
1.0	arkadaslar efsane bir kitap bir gecede bitirdim elimden bırakamadım 
1.0	Sıkıntı yaşamadım güzel bir ürün tavsiye ederim
1.0	Hediye için müzikhane firmasına çok teşekkür ediyorum. Aksam sipariş verdim ertesi gün elimdeydi çok hızlı ulaştı. Ürün beklediğimden kaliteli. Müzikhane firmasından gönül rahatlığı ile alışveriş yapabilirsiniz. Tekrar teşekkürker
1.0	tesadüflerin hiç bu kadar olasılıksız olduğunu düşünmemiştim.gerçekten okurken kendimi kaptırdım ve bir solukta bitirdim.gayet akıcı ve sürükleyici bir kitap.tavsiye ediyorum mutlaka okuyun
1.0	Çok faydalı bir set ve oğlum çok severek yapıyor. Tavsiye ederim. 
1.0	atatürk hakkında daha çok bilgi sahibi olmak istiyorsanız kesinlikle okuyun ve ayrıca bu kitabı okurken ataürkü elinizde olmadan daha çok sevip bağlanacaksınız
1.0	idare eder. pahalı bir gitara bile güvenle taktım. bu 15-20.nci alışım.gitar tamir işi yapıyorum da hobi gibi. çok aldım taktım idare eder. zaten kaliteli modeller bundan az daha pahalı değil. çok pahalı. bu fiyatın 20 katı gibi.mecbur bu markayı alıorum yıllardır iş gördü
1.0	Çok guzel paketlenmiş ve kısa zamanda elime ulaştı pahalı olanı almaya gerek yok bence teşekkürler
1.0	Çok hızlı kargo süper OKUYALIM BAKALIM NASILMIŞ?
1.0	5 yasındaki oğluma aldım.çok sevdi.defalarca okuduk.tsk
1.0	BU YAPIŞTIRICIYI HEP KULLANIYORUM BU BOYU ÇOK ÇOK ÇOK MEMNUNUM HERKESEDE TAVSİYE EDİYORUM KESİNLİKLE BAŞKA MARKA KULLANMAYIN BU MARKA BU BOY SÜPER
1.0	Güzel paketleme zamanında teslim tşkler
1.0	fiyatına göre gayet iyi
1.0	Çoçukların anlayacağı bir dil kullanılmış
1.0	İlk İskender Pala kitabı okuyorum iyiki de almışım iki günde neredeyse bitti çok akıcı insan alinden bırakamıyor.CD de çok güzel.
0.0	plastik kalitesi kötü. havada tutmak zor. çok kontrolü zor. pil çok çabuk bitiyor. en küçük rüzgarda kontrolden çıkıyor.
0.0	Müşteri Memnuniyeti sıfır
1.0	Tek kelimeyla süpersiniz
1.0	Eğlenceli aklı yormayı sağlayan bir oyun. Oğlum sevdi, ailece de oynuyoruz. Orijinalinden çok az küçük ama fiyat olarak orijinalinden çok çok uygun. Oyun tablosu üzerinde çizgileri olduğundan bu markayı tercih ettim. Çizgilerin ve ahşabın boyası çok çok kaliteli değil iş görüyor. Oyun tablosu 28x13 cm. Blok kalınlığı 1.8 mm. Ptt kargo biraz yavaş kalıyor.
1.0	Son zamanlarda okuduğum en sürükleyici kitaplardandı. Olaylar akıp gitti ve kısa bir sürede kitabı bitirdim. Gerçekten her insanın okuması gereken kitapların arasında olduğunu düşünüyorum.
1.0	Elimde farklı birçok zeka oyunu var. Açık ara farkla bu oyun ve Hayalet Hızında en favorilerim diyebilirim. Q-bitz alacağınıza direkt Extreme almanızı tavsiye ederim.
1.0	fiyata göre çok iyi kılıfıda sağlam
1.0	Kitap elime sipariş verdiğim günden sonraki gün geçti.Tesekkürker. Kitabı daha okumadım. Fakat okuyanlardan çok güzel yorumlar aldım. Bu yazarın Önceki kitaplarını okudum ve çok beğendim. Bununda çok güzel olduğuna eminim. 
1.0	Çok iyi veremedim çünkü aynı anda 2 paket aldığım halde elime aynı gün gecmedi biri cumartesi diğeri pazartesi geldi
1.0	Ürün ertesi gün elime ulaştı, beklediğim gibiydi
1.0	bazen kitap okumak hastalık yapar.Yazarın üslubu kadar konu da önemli ise okumak isteyen birisi için de bu kitap çok önemli.Çünkü bende bağımlılık yaptı.Yazarın uslubu da hoşuma gidip akıcılığa da kendimi kaptırınca dayanamdım.Bence okumayan bir kişi hiç vakit kaybetmemeli.
1.0	Dram yüklü bir kitap çok beğendim biraz zaman geçsin tekrardan okumaya başlayacağım.
1.0	tel öğrenmek için iyi fazlada birşey beklememek lazım
1.0	Serinin en heyecan verici ve sürükleyici aynı zamanda da eğlenceli kitabı.. Herkese tavsiye ederim.. ;
1.0	Gayet kullanışlı ve uygun
1.0	Teslinat suresi iyiydi
1.0	pazar günü sipariş verdim pazartesi 13.30da elime ulaştı hızlı kargo ve sıkıntısız bi ürün
1.0	fazlasıyla iyi bir kitap anlaşılır fizik bilgime bir çok faydası oldu
0.0	kitabın kapağını okuduğum zaman anında hepsiburada dan sipariş ettim. ancak kitabın türkçesi hiç iyi değil, okuyunca sıkılıyorsunuz, sürükleyici değil.. sadece konu olarak çok iyi...
1.0	aynı gün kargo denilen kitap 3 gün sonra kargoya verildi....
1.0	üzerinde nasıl kullanacağınıza dair resimli açıklama mavcut. ruloyla sarılıyor. hiçbir şekilde puzzle.da bozulma kayma olmadı, halıyı açtığımda aynı şekilde buldum. puzzle bozuluyor diyen arkadaşları anlamıyorum. sararken ruloyu kullanmadıkları için bozulmuş olur. ben çok memnun kaldım. kesinlikle tavsiye ederim...
1.0	Süper her zamanki gibi...
1.0	Su gibi kitap akıp gidiyor 
1.0	Fiyatı gerçekten düşük kalıyor, örgü kablo kayıpsız ses aktarımı ve şıklık ürün harikul&#226;de.
1.0	Oyunu çok uyguna aldım ve güzel bir oyu.Kargo çok hızlı elime ulaştı. Tesekkürler
1.0	Kızımdan kumandayı istedim hepsiburada dan daha geç getirdi. Hızlı Alışverişti.
1.0	Ürün beklediğimden de çok iyi çıktı
1.0	göründüğü gibi
1.0	Hikayesi anlatımı çok iyi. Bir an önce oyuna başlasalar diye heyecanla okuyorsunuz. Biraz kısa bir hikaye oluşu çok beklememenizi sağlıyor :-
1.0	Kitap gerçekten muhteşem olmuş. Kitabı saat 00.30 da sipariş ettim 9.30da geldi 
1.0	Çocukluğumuzun kitabını çocuklarım ve yeğenlerime aldım. Teşekkür ederim. Kargoda zamanında getirdi.
1.0	iyi paketleme zamanında teslimat teşekkürler hepsiburada.. hem fiyat uygun hem de sıkıntısız ürün..
1.0	Yarım kalan hayatların içinde yarım kalan aşkların hikayesi... Çok beğenerek okudum tavsiye üzerine almıştım ve gerçekten tavsiye edilecek bir kitap.
1.0	Eglenceli ve zevkli bir kitap
1.0	ürün 2 günde elime ulaştıteşekkürler hepsiburada
1.0	Gayet güzel başarılı ürün.
1.0	Bir kitapdan daha fazlası. Teşekkürler.
1.0	Harika ürün, müthiş hızlı kargo. Teşekkürler.
0.0	Hayatımda okuduğum en kötü kitaptı
1.0	bir solukta okudum, tavsiye ederim
1.0	ürün orjinal ve kaliteli. ama ptt kargo rezalet
1.0	Kargo biraz uzun surdu ama Çok başarılı bir urun . 2 yaşındaki kızımla kitap elimize ulaşır ulaşmaz 1 günde bitirdik ilk kitabı.hic sıkılmadanmerak ederek yapıyor hepsini . Diğer setleri de almayı düşünüyorum. Teşekkürler.
1.0	Urunu cuma gunu siparis verdim, pazartesi elimde oldu. Hizli kargo icin tesekkurler. Ilk olarak kutidan cikan kullanici kilavuzu biraz yetersiz. Satici web sitesi dahil hic bir yerde detayli anlatim yok. Ilk defa drone kullananlat icin dezavantaj. Cihaz kucuk ve guzel. Malzeme kalitesi tipik bir oyuncak gibi oldukca ince ama dayanikli. Ilk ucuslarda bir kac darbe aldi ama gayet saglam ucmaya devam ediyor. Kullanimi kolay gercekten. Uc batarya olmasi guzel. Fiyatina deger oldugunu dusunuyorum. Kamerasi tabi fiyatina gore, telefona goruntu aktarimi biraz gecikmeli ve atlayarak geliyor. Telefon tutucu aparat biraz kucuk. Plus ebattaki telefonlar hazneye olmuyor malesef. Internette soylendigi gibi fiyat/performans cihazi. Eglencelik yada cocuklar icin tavsiye olunur.
1.0	Tahmınımden daha iyiydi gönül rahatlıgı ile alınabılır.
1.0	Harry Potter ve Felsefe Taşı kitabında yazar J.K.Rowlingseriye çok iyi bir başlangıç yapmış. Bence serinin en sürükleyici ve en heyecanlı kitabı.
1.0	Yeni başlıyorum. İlk gitarım olacak. Umarım güzel bir gitardır. Biraz küçük ama neyse. Gitar çalmak bir ayrıcalık gibi görüyorum. Hadi bakalım hayırlısı..
1.0	Fiyatına göre oldukça güzel &amp; hızlı kargo tavsiye ederim 
1.0	22 saatte elime ulaştı. Temi kitap, gözlük kargo , uygun fiyat, başarılı eser Teşekkürler 
1.0	ÜRÜN 4/4LÜK OLARAK YAZIYOR AMA 4/3 LÜK GELDİ ONUN HARİCİNDE HİÇBİR PROBLEMİ YOK ÇİZİKSİZ OLARAK GELDİ VE KILIF İLE PENA HEDİYELİ OLARAK GELDİ BOYUTU DIŞINDA SÜPER ÜRÜN. GÖNDEREN FİRMA MÜZİKHANE ÖZENLE PAKETLEMİŞ. TEŞEKKÜRLER
1.0	İşi sadece kitap satmak olan firmalardan bile uygun fiyat.Tebrikler Hepsiburada...
1.0	doğrusu yazarı tanimiyorum, eşim sayesinde duydum ve eşim için sipariş ettim. şöyle de bir göz attım, gerçekten ilgi çekici ve güven verici, eminim bundan öğreneceğimiz ve uygulayacagimiz cok şeyler var. ayrica satıcı hızlıydı teşekkürler paketlemede iyiydi yalnız kargo biraz gecikti kargoyu beğenmedim.
1.0	gerçekten kitap çok güzel çok sürükleyici ahmet ümitin kitaplarını çok severim zaten kitabı 4 günde bitirdim gerçekten çok güzel
1.0	Çocukların dikkatini güçlendiren çok önemli bir set. Herkese tavsiye ederim.
1.0	Ürünün ulaşımı her zaman ki gibi çok iyi. Henüz kullanmadım ama görünüşü güzel, teşekkürler. 
1.0	ilk seriyi uzun süre okuduk artık ben sıkıldığım için yeni seti aldım. bu sette hikayeler daha uzun o yüzden sıkıcı olabiliyor. ama genel olarak resimler baskı ve hikayeler güzel ufak boy olmalarıda seyahetler için ideal.
1.0	Kitabın içeriğini puanlamanın pek uygun olduğunu düşünmüyorum, bunun için kitap siteleri var. Kitap elime yeni geçti hepsiexpress ile hızlıca geldi ve sağlamdı teşekkürler. Yalnız bir önerim benim gibi kitapseverler ve kitaplara değer verenler, kitabı kolinin içine öylece atılmış görmek istemezler. Deforme olabilirdi ki şansa olmamış en azından bir pıt pıt poşete sarılabilir. Teşekkürler
1.0	Çok hızlı geldi teşekkür ederim 
1.0	iki günde bitirdiğim ender kitaplardan,konusu çok ilginç anlatımı çok güzel sıkmıyo mutlaka okunması gereken eserlerden ZÜLFÜ LİVANELİyi bir kez daha tebrik ettim
1.0	bu kitabı hiç düşünmeden alabilirsiniz.....çünkü o kadar harika ve akıcı bir kitapki okudukça okuyacaksınız...hadi atın sepetinize ne bekliyorsunuz.....bin muhteşem güneşide okumuştum oda harika bi kitao okumadıysanız onuda alın
1.0	Bir çok yardımcı kitap aldım. En iyilerinden biri. Çocukta beğendi.
1.0	Bu ürünü yaklaşık olarak 1 aydır takip ediyorum ve araştırıyorum.drone net tr den takiplerim sonucunda iletişime geçmiş olduğum yusuf bey beni çok aydınlattı ve çok bilgi verdi.Yusuf Bey ile görüşmem sonucunda aynı gün ürünü sipariş verdim.Hemen ertesi günü sipariş elime ulaştı hızlı teslimatları ile her yönden çok memnun kaldım.İlgilenmeleri,Açıklamaları,Her türlü sorun da yardımcı olabilecekleri garantisi ile düşünmeden kesinlikle tereddüt etmeden satın alabileceğiniz bir üründür.Yeni Başlayacak olanlar için alternatif bir ürün arayışına girmeden satın alabilirsiniz.Siparişim sonunda çok memnun kaldım ilgi alakanızdan dolayı çok teşekkür ederim.Herkese Öneririm
1.0	hızlı kargo hasarsız ürün, teşekkürler.
1.0	sizi içine alan mutlaka okunması gereken çok emek verilmiş bir kitap,ben herkese tavsiye ediyorum,eminim okuyan herkes de diğerlerine tavsiye edecektir. hiç düşünmeyin bile...
1.0	Şarkılar için birşey söylemeye zaten gerek yok bir efsanedir Cem Karaca. plak baskı kalitesi güzel ve ses temiz. Herkes tavsiye edilecek bir albüm.
1.0	psikoloji okumayı ve karakter tahlili yapmayı sevenler için harika bir kitap. okumanızı tavsiye ederim. bir günde bitiyor. 
1.0	tesadüfi olarak adını duyduğum yazarın bu kitabını burada bulunan yorumları görerek almaya karar verdim okumaya başladıktan sonra daha önceden okuduğum kitaplara benzemediğinin farkına vardım ve elimden düşüremedim en kısa sürede yazarın diğer kitaplarını da alacağım kitabın kapağındaki resimde kitabı ancak bu kadar özetleyebilir herkese tavsiye ederim....
1.0	güzel bir kitap. başladığınızda bir an önce bitirmeye çalışacağınızı düşünüyorum. bence fiyatının uygun olması da kitabı cazip hale getiriyor tabi
1.0	Ürünü aynı gün kargaya verdiler ve bir gün sonra elimde oldu. Beklediğimden kaliteliydi ve çok beğendim. Teşekkür ederim.
1.0	Hepsiburadanin Kargosu hem hızlı hem de evde olmasanız ertesi gün bir daha deniyorlarmış. Kargo firmalarının kabalıgini yaşamamak da cabasi: ürünü denemedim ama önceki setleri keyif ile çalışmıştık.
1.0	Resimdekiyle alakasiz pütürlü verniksiz ve renkli taşlar yerine beyaz taşları var Özellikle renkli taşlarını beğendiğim için almıştım. 
1.0	çok güzel ve akıcı bir kitap ömer hayyam ve hasan sabbahı merak edenler okuyabilir.akıcı ve anlaşılır bir dilde yazılmış bir kitap
1.0	livanelinin bu romanı bir solukta okunabiliyor.kendi adıma 2 günde kitabı okudum.çoğunluğun bilmediği struma olayı,mavi alay gibi kimi olaylar hakkında da kitaptan bilgi edinebiliyoruz.kitapseverlere tavsiye ederim,pişman olmayacaksınız..
0.0	evrim yanlısı boş kanıtlar sunan bir kitap.
1.0	paketleme kargo iyi sorunsuz teşekkür ederim
0.0	ürünü prize ilk taktığımda parladı çok adamakıllı birşey beklemeyin dayanikliligi şüpheli
1.0	Başarılı ve güzel
1.0	Yaramazlıklarıyla çevresine ün salmış, sevgiyle dopdolu bir yüreğe sahip küçücük bir çocuğun duygu ve hayal dünyasını çok başarılı bir şekilde okuyucuya aktarabilmiş yazar. Okurken gözyaşlarınızı tutamayacaksınız.
1.0	Ürün beklediğimden çok iyi çıktı ama cumartesi verdiğim sipariş perşembe geldi o konuda bilginiz olsun.
1.0	çok güzel , her gün oynuyoruz
0.0	önceki yoruma katılıyorum aynı şeyleri sürekli tekrarlıyor.konularda çok basit
1.0	çocukların sevdiği ve keyif aldığı bir set, dikkat gelişimi için güzel.
1.0	hızlı kargo ve küçük hediye için çok teşekkür ederim
1.0	Kitap çok güzel. Keyifli okumalar.
1.0	Güzel. Ucuz. Zamanında geldi. Memnunuz.
1.0	Sadece iki günde hiç bir şey yapmayıp bu kitabı bitirdim. Gerçekler kesinlikle okunmalı.Boşnaklar için okuyun...
1.0	Hızlı kargo tesekkürler
1.0	Zülfü Livanelinin okuduğum ilk kitabı gerçekten çok iyi araştırılmış bir kitap gerçekten osmanınlının çoğu olayına ışık tutuyor ayrıca dilide çok akıcı tarihide sevdiğim için keyifle okudum. teşekkürler 
1.0	tek kelime ile başucu kitabim..
1.0	Kitap cok güzel ders niteliğinde bir kitap olmuş.Ropartaj tarzında bir nevi de gayet başarılı 
1.0	İyi tasarlanmış bir eğitim seti, sadece yaprakları koparılırken biraz zor oluyor.
1.0	taşlar ve tahtanın ahşabı kaliteli görünüyor. iki yanda iki çekmecesi var. ayrıca hamleleri takip etmek için harf ve rakamlar da üzerinde mevcut.
1.0	1 aydır bu piyano ile özel ders alıyorum. Özel derse gelen hocam çok beğendiğini söyledi. Tuşların dokusu ve hassasiyeti gerçekten muazzam. Gece vakti kulaklık takıp çalışabilmek de apartmanda yaşayan birisi için hayat kurtaran bir özellik. Ses kalitesi olarak bana mükemmel gelmediği için 4 yıldız verdim. Eğer piyano öğrenmek için alıyorsanız fazlasıyla yeterli olacaktır.
1.0	Ogretmenimizin istediği markaydi kirtasiyelerde pahalıydı burdan uygun fiyata aldık hemende kargoya verildi ama şimdi fiyat artmış
1.0	Cesaret verici bir hik&#226;ye.. Kısa ve öz..
1.0	kesinlikle dışarıdan alıp da daha fazla para vermeye gerek yok. tavsiye ederim
1.0	bir günde bitirdim kitabı. o kadar sürükleyici ve öyle güzel kaleme alınmış ki bir çırpıda okuyuveriyor insan. Afganistanın eski zamanını ve Afganistana olanları, oradaki insanların duygularını acılarını ucundan kıyısından bir hikaye eşliğinde öğrenebilmek güzeldi. Hasan gibi birini tanımak güzeldi. Tavsiye ederim
1.0	3 Günde Sıkılmadan Okuyup Bitirdim Daha Ne DiyeyimHarika
1.0	Hızlı teslimat paketleme güzel teşekkür ederim 
1.0	Fiyatina gore oldukça başarili. Oynaması keyifli.
1.0	Çok hızlıteslimat.Kitap mükemmel.Süpersiniz.
0.0	piyasada bu kadar cok kisisel gelisim kitabi varken okumasi gayet rahat bir kitap. Ancak bana cok da birsey katti diyemem.
1.0	Kargo gecikmeli geldi ürüne daha iyi hazırlanbilirdi onun dışında bi sorun yok
1.0	Tarihi romanları çok sevdiğimden dolayı bir dostum Amin Maaloufu okumamı tavsiye etmişti. Kitabı elime geçer geçmez okumaya başladım ve aynı gün bitirdim. Gerçekten çok akıcı bir dil ve sürükleyici bir hikayesi var. Devrin üç önemli ismini, Ömer Hayyam, Nizamülmülk ve Hassan Sabahı anlatan ve dönemin İranı hakkında önemli bilgiler veren bir kitap. Herkesin okumasını tavsiye ederim.
1.0	Hem nostaljik hem 1. sınıflar için süper bir alıştırma tavsiye ederim.
1.0	Kitap güzel kargo süreci sorunsuz.Teşekkürler
1.0	mutlaka okunmalı
1.0	sayfa sayısı, öykünün sürükleyici olması, baskı cilt resimler hepsi fiyatına göre çok kaliteli. kitapçılardan 20-25 liraya aldığımız kitaplara eşdeğer.
1.0	Cok kaliteli başarılı bir set. Kizim normalde yerinde durmaz ama bunun başından ayrilmak istemiyor. Üründe hızlı ve sorunsuz elimize ulaştı
1.0	SİTENİZDEN Aden E59 Fly MARKA DRONE ALDIM. KULLANIMI KOLAY, ANLAMADIĞINIZ YERDE MÜŞTERİ TEMSİLCİLERİ İLGİLENİYOR. BENİME İLGİLENEN YUSUF BEY TEŞEKKÜR EDERİM. KAMERASIDA ÇOK KOLAY TELEFONLA UYUM SAĞYIYOR, ÇÖZÜNÜRLÜĞÜDE MÜKEMMELYANLIZ KULANMA KILAVUZU TÜRKÇE DE OLSA İYİ OLUR.
1.0	BASKI VE İÇERİĞİ ÇOK İYİ 3. SINIFTAKİ YEĞENİME ALDIM. GÜNDE 2-3 TANESİ OKUDU. RESİMLER ÇOK İYİ. İÇERİĞİ OLARAK ÇOK İYİ.
1.0	tarihi bilgiliremizi karanlık noktalardan ayıran harika bir eser soluksuz okuyacaksınız.
1.0	Hızlı gönderi, eser için söze gerek yok 
1.0	Twitch'de yayın yapmak için aldım, gayet başarılı, OBS ile problemsiz olarak kullanılabiliyor. Kablo kalınlığı için bir şey diyemem, dikkat etmekte fayda var, tek bir düğme ile sessiz'e alıp yayına sesinizin gitmesini engelliyebiliyorsunuz.
1.0	hızlı ve tatlı bir not ile geldi, kurulumu ve oynaması keyifli bir oyun..
1.0	Ürün elime ulaştı, paketlemesi gayet güzeldi, Türkçe kullanım kılavuzu gayet iyi olmuş ayrıca Teşekkürler bunun için, kalibrasyon yapmak için sanırım en iyi yer açık alan olacak, ilk görüşüm olarak kesinlikle tavsiye ediyorum kamerası gayet güzel çekiyor ben açıkçası tedirgindim ama sıkıntı yok.. satıcı firmaya teşekkür ederim..
1.0	hızlı gönderildi. oyun zaten başarılı
1.0	Orijinal bir ürünü hepsiburada.comdan hem de bu kadar uygun bir fiyata almak çok memnun edici ve keyifli. Zülfü Livaneli her zamanki gibi usta kalemini göstermiş. Kesinlikle okunası bir kitap.
1.0	Henüz okumadım. Çok duyduğum için aldım. Kitap zamanında ve sorunsuz geldi. Teşekkürler. 
1.0	Lise 1'de okul kütüphanesinden alıp okumuştum yıllar önce. Yaşar Kemal'in İnce Memed'i muhteşemdir. Okunmalı.
1.0	ürün çok güzel beğendik akademi müzik çalışanlarına teşekkür edderim kargo konusundaki isteklerimizi kırmadıkları için
1.0	Ürün çok güzel ve çocukları tamamen saran aktivitelerle dolu.hiperaktif oğlum bile oturabiliyor
1.0	yazarın tüm kitaplarını okumuş biri olarak gözüm kapalı siparişini verdim.teslimat hızı da gayet iyiydi.
1.0	Kaç zamandır yeni albümü ne zaman çıkacak diyordum. Konser dvd siyle karşımıza çıktı düşünmeden sepete attım. Ama yinede diyorum yeni albüm aceba ne zaman çıkacak, bu süper şarkılarına yenilerini ne zaman katacaksın?
1.0	Ürün çok iyi paketlenmiş,hasarsız olarak en kısa sürede elime ulaştı.Teşekkür ederim.
1.0	ahşap kaliteli bir ürün. İki gün içinde geldi. Özenle paketlenmiş. Teşekkür ederim
1.0	Kartlar büyük ve kaliteli. Her şeyi ağzına götüren bebekler için çok uygun. Çok da güzel bir etkinlik. İyi ki almışım.
1.0	Çokgüzel. Hediyepeketiylegeldi. Çok kaliteli. Başarılı ürün
1.0	Herhangi bi sorun yok telefon buldu
1.0	Mutlaka okunması gereken bir kitap simyacı. Kişisel menkıbenizin peşinden gitmeniz gerektiğini size hatırlatan bir baş yapıt.
1.0	Oldukça eğitici çocuğumuz beğendi 2.5 yasinda 
1.0	Cin Ali serisi mükemmel. 
1.0	Herkese tavsiye ederim 
1.0	Ürün görselle aynı ancak kapağı kırık geldi.bu satıcı dan mı yoksa kargodan mi kaynaklı bunu bilemiyorum.
